3,1.1540947281e-05
4,3.46228418429e-05
5,0.000103868525529
6,0.000253900840181
7,0.00141953651556
8,0.00989059181978
9,0.0333648785892
10,0.0902617486843
11,0.173679715631
12,0.289377712123
13,0.416558951159
14,0.532949404487
15,0.642472994183
16,0.747033976549
17,0.841069614994
18,0.908226387222
19,0.946634659773
20,0.968100821715
21,0.978937771212
22,0.985042932324
23,0.98972855692
24,0.99405641215
25,0.997033976549
26,0.998211153171
27,0.998661250115
28,0.998984396639
29,0.999134428954
30,0.999180592743
31,0.99919213369
32,0.999238297479
33,0.999238297479
34,0.999249838427
35,0.999272920321
36,0.999296002216
37,0.99931908411
38,0.9993652479
39,0.999411411689
40,0.999434493583
41,0.999446034531
42,0.999457575478
43,0.999469116425
44,0.999469116425
45,0.999469116425
46,0.999469116425
47,0.999469116425
48,0.999469116425
49,0.999469116425
50,0.999469116425
51,0.999469116425
52,0.999469116425
53,0.999480657372
54,0.99949219832
55,0.99949219832
56,0.999503739267
57,0.999503739267
58,0.999538362109
59,0.999734558213
60,1.0
